"Name" "RA" "Dec"
"N283" "00:53:18.07" "-13:10:59.88"
"NI1592" "00:53:30.07" "+05:46:00.12"
"NI1597" "00:53:30.07" "-58:06:59.76"
"N284" "00:53:36.07" "-13:09:00.00"
"N286" "00:53:36.07" "-13:06:00.00"
"N287" "00:53:36.07" "+32:28:59.88"
"N291" "00:53:36.07" "-08:45:00.00"
"N285" "00:53:42.07" "-13:09:59.76"
"NI1594" "00:53:42.07" "-47:38:59.64"
"NI1595" "00:53:48.07" "-45:10:59.88"
"N299" "00:54:00.07" "-72:09:59.76"
"N293" "00:54:18.07" "-07:13:59.88"
"NI1599" "00:54:30.07" "-23:28:59.88"
"NI1593" "00:54:42.07" "+32:30:00.00"
"NI1596" "00:54:42.07" "+21:30:59.76"
"NI1598" "00:54:42.07" "+05:46:00.12"
"N303" "00:54:48.07" "-16:39:59.76"
"NI57" "00:54:48.07" "+11:49:59.88"
"N300" "00:54:54.07" "-37:40:59.88"
"N306" "00:54:54.07" "-72:12:59.76"
"N297" "00:55:00.07" "-07:21:00.00"
"N298" "00:55:00.07" "-07:21:00.00"
"NI1600" "00:55:00.07" "-23:30:59.76"
"NI58" "00:55:06.07" "-13:40:59.88"
"N295" "00:55:12.07" "+31:30:59.76"
"N296" "00:55:24.07" "+31:39:59.76"
"NI1601" "00:55:36.07" "-24:09:00.00"
"NI1602" "00:55:54.07" "-09:58:59.88"
"N305" "00:56:00.07" "+12:06:00.00"
"N304" "00:56:06.07" "+24:06:59.76"
"NI60" "00:56:06.07" "-13:22:59.88"
"N330" "00:56:12.07" "-72:28:59.52"
"N301" "00:56:18.07" "-10:39:59.76"
"N312" "00:56:18.07" "-52:46:59.88"
"N302" "00:56:24.07" "-10:39:00.00"
"N308" "00:56:24.07" "-01:46:59.88"
"N307" "00:56:36.07" "-01:46:00.12"
"N309" "00:56:42.07" "-09:54:59.76"
"N323" "00:56:42.07" "-52:58:59.88"
"NI59" "00:56:42.07" "+61:03:59.76"
"N310" "00:56:54.07" "-01:46:00.12"
"N314" "00:56:54.07" "-31:57:59.76"
"N319" "00:57:00.07" "-43:49:59.88"
"N328" "00:57:00.07" "-52:54:59.76"
"NI1603" "00:57:00.07" "-45:24:59.76"
"NI61" "00:57:06.07" "+07:31:00.12"
"N322" "00:57:12.07" "-43:43:59.88"
"N321" "00:57:24.07" "-05:01:59.88"
"N311" "00:57:36.07" "+30:15:59.76"
"N317" "00:57:36.07" "+43:46:59.88"
"NI1605" "00:57:36.07" "-48:53:59.64"
"N339" "00:57:42.07" "-74:28:59.52"
"N313" "00:57:48.07" "+30:21:00.00"
"N315" "00:57:48.07" "+30:21:00.00"
"N316" "00:57:48.07" "+30:21:00.00"
"N325" "00:57:54.07" "-05:07:59.88"
"N327" "00:57:54.07" "-05:07:59.88"
"N329" "00:58:00.07" "-05:03:59.76"
"NI1604" "00:58:00.07" "-16:15:00.00"
"N318" "00:58:06.07" "+30:24:59.76"
"N326" "00:58:24.07" "+26:51:59.76"
"NI1606" "00:58:24.07" "-12:10:59.88"
"N324" "00:58:36.07" "-40:29:59.64"
"N331" "00:58:36.07" "-02:43:00.12"
"NI62" "00:58:42.07" "+11:49:00.12"
"N320" "00:58:48.07" "-20:49:59.88"
"N332" "00:58:48.07" "+07:06:00.00"
"N333" "00:58:48.07" "-16:28:59.88"
"N334" "00:58:48.07" "-35:07:59.88"
"N336" "00:58:48.07" "-18:45:59.76"
"NI1607" "00:58:54.07" "+00:36:00.00"
"N346" "00:59:06.07" "-72:10:59.52"
"N335" "00:59:18.07" "-18:13:59.88"
"NI64" "00:59:24.07" "+27:03:00.00"
"NI1608" "00:59:24.07" "-34:19:59.88"
"NI63" "00:59:30.07" "+60:48:59.76"
"NI1611" "00:59:42.07" "-72:20:59.64"
"N337" "00:59:48.07" "-07:34:59.88"
"NI1609" "00:59:48.07" "-40:19:59.88"
"NI1612" "01:00:00.07" "-72:22:59.52"
"NI67" "01:00:18.07" "-06:54:59.76"
"NI68" "01:00:24.07" "-06:57:00.00"
"NI66" "01:00:30.07" "+30:48:00.00"
"N338" "01:00:36.07" "+30:39:00.00"
"N340" "01:00:36.07" "-06:52:59.88"
"N341" "01:00:48.07" "-09:10:59.88"
"N342" "01:00:48.07" "-06:46:59.88"
"N343" "01:00:48.07" "-23:13:59.88"
"N348" "01:00:54.07" "-53:14:59.64"
"NI65" "01:00:54.07" "+47:40:59.88"
"NI70" "01:01:06.07" "+00:03:00.00"
"NI71" "01:01:18.07" "-06:46:59.88"
"N345" "01:01:24.07" "-06:54:00.00"
"N347" "01:01:24.07" "-06:48:59.76"
"NI69" "01:01:24.07" "+31:03:00.00"
"NI72" "01:01:30.07" "-06:45:59.76"
"N344" "01:01:36.07" "-23:15:59.76"
"NI1610" "01:01:42.07" "-15:33:59.76"
"N349" "01:01:54.07" "-06:48:59.76"
"N350" "01:02:00.07" "-06:48:59.76"
"N351" "01:02:06.07" "-01:55:00.12"
"N352" "01:02:06.07" "-04:15:00.00"
"N361" "01:02:12.07" "-71:32:59.64"
"N353" "01:02:36.07" "-01:55:59.88"
"N360" "01:02:54.07" "-65:36:59.76"
"N355" "01:03:12.07" "-06:19:59.88"
"N362" "01:03:12.07" "-70:50:59.64"
"N354" "01:03:18.07" "+22:19:59.88"
"N356" "01:03:18.07" "-07:00:00.00"
"N371" "01:03:18.07" "-72:04:59.52"
"N357" "01:03:24.07" "-06:19:59.88"
"N376" "01:03:54.07" "-72:48:59.76"
"N365" "01:04:06.07" "-35:06:59.76"
"NI1615" "01:04:06.07" "-51:07:59.88"
"NI1617" "01:04:18.07" "-51:01:59.88"
"N359" "01:04:24.07" "-00:45:00.00"
"N368" "01:04:24.07" "-43:15:59.76"
"N364" "01:04:36.07" "-00:51:00.00"
"NI1613" "01:04:48.07" "+02:07:00.12"
"N367" "01:04:54.07" "-12:09:00.00"
"NI73" "01:04:54.07" "+04:46:00.12"
"NI1616" "01:04:54.07" "-27:25:59.88"
"N369" "01:05:06.07" "-17:45:00.00"
"NI1614" "01:05:06.07" "+33:12:59.76"
"N358" "01:05:12.07" "+62:01:59.88"
"N395" "01:05:18.07" "-71:59:59.64"
"NI1624" "01:05:18.07" "-72:01:59.52"
"NI74" "01:05:54.07" "+04:04:59.88"
"NI1618" "01:06:00.07" "+32:24:59.76"
"N363" "01:06:06.07" "-16:33:59.76"
"NI1626" "01:06:06.07" "-73:16:59.52"
"N378" "01:06:12.07" "-30:10:59.88"
"N377" "01:06:18.07" "-20:03:00.00"
"N366" "01:06:24.07" "+62:13:59.88"
"NI1621" "01:06:24.07" "-46:42:59.76"
"N370" "01:06:36.07" "+32:24:59.76"
"N372" "01:06:42.07" "+32:25:59.88"
"N373" "01:07:00.07" "+32:18:00.00"
"N374" "01:07:06.07" "+32:45:59.76"
"N375" "01:07:06.07" "+32:21:00.00"
"NI1620" "01:07:06.07" "+13:58:00.12"
"NI75" "01:07:12.07" "+10:51:00.00"
"N379" "01:07:18.07" "+32:30:59.76"
"N380" "01:07:18.07" "+32:28:59.88"
"N382" "01:07:24.07" "+32:24:00.00"
"N383" "01:07:24.07" "+32:24:59.76"
"N384" "01:07:24.07" "+32:18:00.00"
"N385" "01:07:24.07" "+32:18:59.76"
"N406" "01:07:24.07" "-69:52:59.52"
"NI1619" "01:07:24.07" "+33:03:59.76"
"N386" "01:07:30.07" "+32:21:59.76"
"N387" "01:07:30.07" "+32:22:59.88"
"N391" "01:07:30.07" "+00:55:59.88"
"NI1622" "01:07:30.07" "-17:30:00.00"
"NI1623" "01:07:42.07" "-17:27:59.76"
"NI1625" "01:07:42.07" "-46:53:59.64"
"N388" "01:07:48.07" "+32:18:59.76"
"N411" "01:07:54.07" "-71:45:59.76"
"N396" "01:08:00.07" "+04:31:59.88"
"N390" "01:08:06.07" "+32:27:00.00"
"N416" "01:08:06.07" "-72:20:59.64"
"NI76" "01:08:12.07" "-04:31:59.88"
"NI1627" "01:08:12.07" "-46:05:59.64"
"N381" "01:08:18.07" "+61:34:59.88"
"N405" "01:08:18.07" "-46:39:59.76"
"N419" "01:08:18.07" "-72:52:59.52"
"NI1630" "01:08:18.07" "-46:44:59.64"
"N392" "01:08:24.07" "+33:06:59.76"
"N394" "01:08:24.07" "+33:07:59.88"
"N389" "01:08:30.07" "+39:41:59.64"
"N397" "01:08:30.07" "+33:06:00.00"
"N393" "01:08:36.07" "+39:39:59.76"
"NI77" "01:08:42.07" "-15:24:59.76"
"N398" "01:08:48.07" "+32:30:00.00"
"NI78" "01:08:48.07" "-15:51:00.00"
"NI79" "01:08:48.07" "-15:57:00.00"
"NI1628" "01:08:48.07" "-28:34:59.88"
"NI1631" "01:08:48.07" "-46:28:59.88"
"N422" "01:08:54.07" "-71:45:59.76"
"NI80" "01:08:54.07" "-15:24:00.00"
"N399" "01:09:00.07" "+32:36:59.76"
"N400" "01:09:00.07" "+32:43:59.88"
"N401" "01:09:06.07" "+32:45:59.76"
"NI82" "01:09:06.07" "-16:00:00.00"
"N402" "01:09:12.07" "+32:48:59.76"
"N403" "01:09:12.07" "+32:45:00.00"
"NI81" "01:09:12.07" "-01:40:59.88"
"NI1644" "01:09:12.07" "-73:11:59.64"
"NI1641" "01:09:18.07" "-71:45:59.76"
"N404" "01:09:24.07" "+35:42:59.76"
"NI1629" "01:09:24.07" "+02:34:00.12"
"N409" "01:09:30.07" "-35:47:59.64"
"N413" "01:09:30.07" "-02:49:59.88"
"NI1633" "01:09:54.07" "-45:55:59.88"
"N415" "01:10:12.07" "-35:28:59.88"
"N412" "01:10:18.07" "-20:00:59.76"
"NI83" "01:10:30.07" "+01:40:59.88"
"N407" "01:10:36.07" "+33:06:59.76"
"N418" "01:10:36.07" "-30:12:59.76"
"NI1632" "01:10:42.07" "+17:40:59.88"
"N408" "01:10:54.07" "+33:06:00.00"
"N410" "01:11:00.07" "+33:09:00.00"
"NI1637" "01:11:00.07" "-30:25:59.88"
"N417" "01:11:06.07" "-18:09:59.76"
"NI1634" "01:11:06.07" "+17:39:00.00"
"NI1635" "01:11:06.07" "+17:39:00.00"
"N414" "01:11:18.07" "+33:06:00.00"
"N423" "01:11:24.07" "-29:12:59.76"
"N424" "01:11:30.07" "-38:04:59.88"
"NI84" "01:11:30.07" "+01:39:00.00"
"NI1636" "01:11:36.07" "+33:21:00.00"
"N432" "01:11:48.07" "-61:31:59.52"
"NI85" "01:11:48.07" "-00:28:00.12"
"NI1639" "01:11:48.07" "-00:39:00.00"
"NI1649" "01:11:48.07" "-55:50:59.64"
"NI1640" "01:11:54.07" "-00:37:00.12"
"NI1655" "01:11:54.07" "-71:19:59.52"
"N420" "01:12:06.07" "+32:06:00.00"
"N421" "01:12:06.07" "+32:09:00.00"
"N434" "01:12:12.07" "-58:14:59.64"
"NI1643" "01:12:12.07" "-00:24:00.00"
"NI1638" "01:12:18.07" "+33:21:00.00"
"NI1650" "01:12:18.07" "-50:23:59.64"
"NI1642" "01:12:24.07" "+15:45:00.00"
"N427" "01:12:30.07" "-32:02:59.64"
"NI1645" "01:12:30.07" "+15:43:59.88"
"NI1660" "01:12:36.07" "-71:44:59.64"
"NI1662" "01:12:36.07" "-73:26:59.64"
"NI1646" "01:12:42.07" "+15:40:59.88"
"N426" "01:12:54.07" "-00:16:59.88"
"N428" "01:12:54.07" "+00:58:59.88"
"N440" "01:12:54.07" "-58:16:59.52"
"N425" "01:13:00.07" "+38:47:59.64"
"N429" "01:13:00.07" "-00:19:59.88"
"N430" "01:13:06.07" "-00:15:00.00"
"NI1647" "01:13:12.07" "+38:52:59.88"
"N438" "01:13:24.07" "-37:55:59.88"
"NI86" "01:13:30.07" "-16:13:59.88"
"NI1651" "01:13:30.07" "+02:06:00.00"
"NI1648" "01:13:42.07" "+33:12:59.76"
"N439" "01:13:48.07" "-31:44:59.64"
"N435" "01:14:00.07" "+02:04:00.12"
"N441" "01:14:00.07" "-31:46:59.88"
"NI1657" "01:14:06.07" "-32:38:59.64"
"NI1663" "01:14:06.07" "-32:38:59.64"
"N431" "01:14:12.07" "+33:43:59.88"
"NI87" "01:14:18.07" "+00:46:00.12"
"NI1664" "01:14:18.07" "-69:47:59.64"
"N437" "01:14:24.07" "+05:55:59.88"
"N454" "01:14:24.07" "-55:23:59.64"
"N456" "01:14:24.07" "-73:16:59.52"
"NI88" "01:14:30.07" "+00:48:00.00"
"N442" "01:14:36.07" "-01:01:00.12"
"N460" "01:14:48.07" "-72:17:59.64"
"N445" "01:14:54.07" "+01:55:59.88"
"N446" "01:14:54.07" "+04:10:59.88"
"N458" "01:14:54.07" "-71:32:59.64"
"NI1652" "01:15:00.07" "+31:57:59.76"
"N443" "01:15:06.07" "+33:22:59.88"
"NI1653" "01:15:06.07" "+33:22:59.88"
"NI1654" "01:15:12.07" "+30:12:00.00"
"N433" "01:15:18.07" "+60:07:59.88"
"N448" "01:15:18.07" "-01:37:00.12"
"N450" "01:15:30.07" "-00:52:00.12"
"N465" "01:15:30.07" "-73:19:59.52"
"N436" "01:15:36.07" "+58:48:59.76"
"N447" "01:15:36.07" "+33:03:59.76"
"NI1656" "01:15:36.07" "+33:04:59.88"
"NI1658" "01:15:48.07" "+31:04:59.88"
"N444" "01:15:54.07" "+31:04:59.88"
"N455" "01:16:00.07" "+05:10:59.88"
"N449" "01:16:06.07" "+33:04:59.88"
"NI89" "01:16:06.07" "+04:18:00.00"
"NI1659" "01:16:06.07" "+30:21:00.00"
"N451" "01:16:12.07" "+33:03:59.76"
"NI1661" "01:16:12.07" "+33:04:59.88"
"N452" "01:16:18.07" "+31:01:59.88"
"N453" "01:16:18.07" "+33:04:59.88"
"NI90" "01:16:30.07" "-07:57:59.76"
"N466" "01:17:12.07" "-58:54:59.76"
"N461" "01:17:18.07" "-33:49:59.88"
"NI1667" "01:17:36.07" "-17:06:59.76"
"NI1665" "01:17:42.07" "+34:42:00.00"
"N459" "01:18:00.07" "+17:33:00.00"
"N462" "01:18:06.07" "+04:13:59.88"
"NI1666" "01:18:30.07" "+32:27:59.76"
"NI91" "01:18:42.07" "+02:33:00.00"
"NI1668" "01:18:48.07" "+33:10:59.88"
"N463" "01:18:54.07" "+16:18:59.76"
"N464" "01:19:00.07" "+34:57:59.76"
"NI93" "01:19:00.07" "-17:03:59.76"
"NI1674" "01:19:00.07" "-50:38:59.64"
"N457" "01:19:06.07" "+58:19:59.88"
"N467" "01:19:12.07" "+03:18:00.00"
"NI1670" "01:19:12.07" "-16:51:00.00"
"NI95" "01:19:18.07" "-12:33:59.76"
"N469" "01:19:24.07" "+14:52:59.88"
"N484" "01:19:36.07" "-58:30:59.76"
"NI1671" "01:19:36.07" "-17:06:00.00"
"N470" "01:19:42.07" "+03:25:00.12"
"N468" "01:19:48.07" "+32:46:59.88"
"N471" "01:19:54.07" "+14:46:59.88"
"N473" "01:19:54.07" "+16:33:00.00"
"NI92" "01:19:54.07" "+32:45:59.76"
"N475" "01:20:00.07" "+14:51:00.00"
"NI97" "01:20:00.07" "+14:51:00.00"
"N474" "01:20:06.07" "+03:25:00.12"
"NI94" "01:20:06.07" "+32:42:00.00"
"NI1669" "01:20:06.07" "+33:12:00.00"
"N476" "01:20:12.07" "+16:00:59.76"
"N478" "01:20:12.07" "-22:21:59.76"
"N482" "01:20:18.07" "-40:56:59.64"
"NI96" "01:20:18.07" "+29:39:59.76"
"N472" "01:20:30.07" "+32:42:59.76"
"NI1672" "01:20:42.07" "+29:42:00.00"
"NI1673" "01:20:48.07" "+33:00:59.76"
"N480" "01:20:54.07" "-09:51:59.76"
"N481" "01:21:00.07" "-09:12:00.00"
"NI98" "01:21:00.07" "-12:36:59.76"
"NI1675" "01:21:00.07" "+34:15:59.76"
"NI1676" "01:21:00.07" "+30:15:59.76"
"NI1678" "01:21:00.07" "+05:34:00.12"
"NI1677" "01:21:12.07" "+33:13:59.88"
"N477" "01:21:18.07" "+40:28:59.88"
"N479" "01:21:18.07" "+03:52:00.12"
"N485" "01:21:24.07" "+07:01:00.12"
"N491" "01:21:24.07" "-34:02:59.64"
"NI1681" "01:21:24.07" "+00:04:59.88"
"N487" "01:21:48.07" "-16:21:00.00"
"N488" "01:21:48.07" "+05:15:00.00"
"N489" "01:21:48.07" "+09:12:00.00"
"NI1679" "01:21:48.07" "+33:27:59.76"
"NI1680" "01:21:54.07" "+33:18:00.00"
"N483" "01:22:00.07" "+33:31:59.88"
"N486" "01:22:06.07" "+05:24:00.00"
"N490" "01:22:06.07" "+05:22:00.12"
"N492" "01:22:12.07" "+05:25:00.12"
"N493" "01:22:12.07" "+00:57:00.00"
"NI1682" "01:22:12.07" "+33:12:59.76"
"N497" "01:22:24.07" "-00:52:59.88"
"NI99" "01:22:30.07" "-12:57:00.00"
"NI1683" "01:22:36.07" "+34:27:00.00"
"N500" "01:22:42.07" "+05:24:00.00"
"N502" "01:22:48.07" "+09:03:00.00"
"N495" "01:22:54.07" "+33:27:59.76"
"N505" "01:22:54.07" "+09:28:00.12"
"NI100" "01:22:54.07" "-04:39:00.00"
"NI1684" "01:22:54.07" "+33:22:59.88"
"N494" "01:23:00.07" "+33:10:59.88"
"NI1685" "01:23:00.07" "+33:10:59.88"
"N499" "01:23:12.07" "+33:27:59.76"
"NI1686" "01:23:12.07" "+33:25:59.88"
"N496" "01:23:18.07" "+33:33:00.00"
"N498" "01:23:18.07" "+33:30:00.00"
"N501" "01:23:24.07" "+33:27:00.00"
"N509" "01:23:24.07" "+09:25:59.88"
"NI1687" "01:23:24.07" "+33:16:59.88"
"NI1688" "01:23:24.07" "+33:03:59.76"
"N503" "01:23:30.07" "+33:21:00.00"
"N504" "01:23:30.07" "+33:12:59.76"
"N511" "01:23:30.07" "+11:16:59.88"
"N506" "01:23:36.07" "+33:13:59.88"
"N507" "01:23:42.07" "+33:15:00.00"
"N508" "01:23:42.07" "+33:16:59.88"
"N510" "01:23:42.07" "+33:25:59.88"
"N513" "01:23:48.07" "+33:48:59.76"
"NI1689" "01:23:48.07" "+33:03:59.76"
"NI1690" "01:23:48.07" "+33:09:59.76"
"N526" "01:23:54.07" "-35:02:59.64"
"N512" "01:24:00.07" "+33:54:59.76"
"N527" "01:24:00.07" "-35:05:59.64"
"NI1693" "01:24:00.07" "-01:39:00.00"
"N514" "01:24:06.07" "+12:55:00.12"
"N516" "01:24:06.07" "+09:33:00.00"
"NI101" "01:24:06.07" "+09:55:59.88"
"N518" "01:24:18.07" "+09:19:59.88"
"NI102" "01:24:24.07" "+09:54:00.00"
"N519" "01:24:30.07" "-01:37:59.88"
"NI1691" "01:24:30.07" "+33:22:59.88"
"N515" "01:24:36.07" "+33:28:59.88"
"N520" "01:24:36.07" "+03:48:00.00"
"N521" "01:24:36.07" "+01:43:59.88"
"N534" "01:24:36.07" "-38:06:59.76"
"NI103" "01:24:36.07" "+02:01:59.88"
"NI104" "01:24:36.07" "-01:27:00.00"
"NI1692" "01:24:36.07" "+33:15:00.00"
"N517" "01:24:42.07" "+33:27:00.00"
"N530" "01:24:42.07" "-01:34:59.88"
"NI105" "01:24:42.07" "+02:04:59.88"
"NI106" "01:24:42.07" "-01:34:59.88"
"NI108" "01:24:42.07" "-12:37:59.88"
"N522" "01:24:48.07" "+10:00:00.00"
"N524" "01:24:48.07" "+09:31:59.88"
"N525" "01:24:48.07" "+09:42:00.00"
"NI1694" "01:24:48.07" "+01:36:00.00"
"NI1696" "01:24:54.07" "-01:37:00.12"
"NI1708" "01:24:54.07" "-71:10:59.52"
"NI1695" "01:25:00.07" "+08:43:59.88"
"N544" "01:25:06.07" "-38:04:59.88"
"N546" "01:25:06.07" "-38:02:59.64"
"NI1697" "01:25:06.07" "+00:27:00.00"
"NI107" "01:25:12.07" "+14:52:59.88"
"NI109" "01:25:12.07" "+02:04:00.12"
"N523" "01:25:18.07" "+34:01:59.88"
"N532" "01:25:18.07" "+09:16:00.12"
"N539" "01:25:18.07" "-18:09:00.00"
"N538" "01:25:24.07" "-01:33:00.00"
"NI1698" "01:25:24.07" "+14:51:00.00"
"NI1699" "01:25:24.07" "+14:57:00.00"
"N528" "01:25:30.07" "+33:40:59.88"
"N533" "01:25:30.07" "+01:46:00.12"
"N535" "01:25:30.07" "-01:25:00.12"
"N549" "01:25:30.07" "-38:15:59.76"
"NI1700" "01:25:30.07" "+14:52:00.12"
"N529" "01:25:42.07" "+34:43:59.88"
"N541" "01:25:42.07" "-01:22:59.88"
"N543" "01:25:48.07" "-01:18:00.00"
"NI1701" "01:25:48.07" "+18:10:59.88"
"NI110" "01:25:54.07" "+33:30:00.00"
"NI1702" "01:25:54.07" "+16:36:00.00"
"N545" "01:26:00.07" "-01:19:59.88"
"N547" "01:26:00.07" "-01:21:00.00"
"N548" "01:26:00.07" "-01:13:59.88"
"NI111" "01:26:00.07" "+33:28:59.88"
"NI112" "01:26:00.07" "+11:27:00.00"
"N531" "01:26:18.07" "+34:45:00.00"
"N537" "01:26:18.07" "+34:04:59.88"
"NI114" "01:26:18.07" "+09:55:59.88"
"N536" "01:26:24.07" "+34:42:59.76"
"NI113" "01:26:24.07" "+19:12:00.00"
"NI1703" "01:26:24.07" "-01:37:59.88"
"N542" "01:26:30.07" "+34:40:59.88"
"N557" "01:26:30.07" "-01:37:59.88"
"N550" "01:26:42.07" "+02:01:00.12"
"NI1705" "01:26:42.07" "-03:30:00.00"
"NI116" "01:26:48.07" "-04:58:59.88"
"N567" "01:26:54.07" "-10:15:00.00"
"NI115" "01:26:54.07" "+19:12:59.76"
"NI1704" "01:26:54.07" "+14:43:00.12"
"N540" "01:27:06.07" "-20:01:59.88"
"N563" "01:27:06.07" "-18:37:59.88"
"N554" "01:27:12.07" "-22:42:59.76"
"N555" "01:27:12.07" "-22:45:00.00"
"N556" "01:27:12.07" "-22:42:00.00"
"NI1706" "01:27:12.07" "+14:46:59.88"
"N558" "01:27:18.07" "-01:58:00.12"
"N560" "01:27:24.07" "-01:55:00.12"
"NI117" "01:27:24.07" "-01:52:00.12"
"N551" "01:27:36.07" "+37:10:59.88"
"NI118" "01:27:36.07" "-05:00:00.00"
"N552" "01:27:48.07" "+33:27:59.76"
"N553" "01:27:48.07" "+33:27:59.76"
"N564" "01:27:48.07" "-01:52:59.88"
"N568" "01:27:54.07" "-35:42:59.76"
"NI119" "01:27:54.07" "-02:03:00.00"
"NI1709" "01:27:54.07" "-35:42:59.76"
"N561" "01:28:12.07" "+34:18:59.76"
"N565" "01:28:12.07" "-01:18:00.00"
"NI120" "01:28:12.07" "-01:55:00.12"
"NI122" "01:28:12.07" "-14:49:59.88"
"N562" "01:28:24.07" "+48:22:59.88"
"NI121" "01:28:24.07" "+02:31:00.12"
"N572" "01:28:36.07" "-39:17:59.64"
"NI123" "01:28:48.07" "+02:27:00.00"
"NI1707" "01:28:48.07" "+33:36:00.00"
"N576" "01:28:54.07" "-51:35:59.64"
"N566" "01:29:00.07" "+32:21:00.00"
"N570" "01:29:00.07" "-00:57:00.00"
"N574" "01:29:00.07" "-35:34:59.88"
"N569" "01:29:06.07" "+11:09:00.00"
"NI124" "01:29:12.07" "-01:55:59.88"
"NI125" "01:29:18.07" "-13:18:00.00"
"N559" "01:29:30.07" "+63:17:59.64"
"N602" "01:29:36.07" "-73:32:59.64"
"N583" "01:29:42.07" "-18:18:59.76"
"NI126" "01:29:48.07" "-01:58:59.88"
"NI127" "01:29:48.07" "-06:58:59.88"
"N571" "01:29:54.07" "+32:30:59.76"
"N578" "01:30:30.07" "-22:39:59.76"
"N577" "01:30:42.07" "-01:58:59.88"
"N580" "01:30:42.07" "-02:00:00.00"
"N575" "01:30:48.07" "+21:25:59.88"
"NI1710" "01:30:48.07" "+21:25:59.88"
"N573" "01:30:54.07" "+41:15:59.76"
"NI1711" "01:30:54.07" "+17:10:59.88"
"N584" "01:31:18.07" "-06:51:59.76"
"NI128" "01:31:18.07" "-12:37:59.88"
"NI1712" "01:31:24.07" "-06:51:59.76"
"NI130" "01:31:30.07" "-15:34:59.88"
"N586" "01:31:36.07" "-06:54:00.00"
"NI129" "01:31:36.07" "-12:40:59.88"
"N579" "01:31:42.07" "+33:37:59.88"
"N585" "01:31:42.07" "-00:55:00.12"
"N582" "01:31:54.07" "+33:30:00.00"
"N597" "01:32:12.07" "-33:28:59.88"
"N593" "01:32:18.07" "-12:21:00.00"
"N587" "01:32:30.07" "+35:21:59.76"
"NI1717" "01:32:30.07" "-67:31:59.52"
"N589" "01:32:36.07" "-12:01:59.88"
"N588" "01:32:42.07" "+30:39:59.76"
"NI1713" "01:32:42.07" "+35:19:59.88"
"N599" "01:32:48.07" "-12:10:59.88"
"NI141" "01:32:48.07" "-14:48:59.76"
"N596" "01:32:54.07" "-07:01:59.88"
"NI1714" "01:32:54.07" "-13:30:00.00"
"N594" "01:33:00.07" "-16:31:59.88"
"NI138" "01:33:00.07" "-00:42:00.00"
"N600" "01:33:06.07" "-07:18:59.76"
"N581" "01:33:12.07" "+60:41:59.64"
"N592" "01:33:12.07" "+30:39:00.00"
"NI131" "01:33:12.07" "+30:45:00.00"
"NI135" "01:33:12.07" "+30:27:59.76"
"NI136" "01:33:12.07" "+30:30:00.00"
"N601" "01:33:18.07" "-12:12:00.00"
"NI132" "01:33:18.07" "+30:57:00.00"
"NI133" "01:33:18.07" "+30:52:59.88"
"NI134" "01:33:24.07" "+30:52:59.88"
"N591" "01:33:30.07" "+35:40:59.88"
"N595" "01:33:30.07" "+30:42:00.00"
"NI1716" "01:33:30.07" "-12:18:59.76"
"N590" "01:33:36.07" "+44:55:59.88"
"NI137" "01:33:36.07" "+30:30:59.76"
"NI1715" "01:33:36.07" "+12:34:00.12"
"NI139" "01:33:42.07" "+30:27:59.76"
"NI140" "01:33:42.07" "+30:28:59.88"
"N598" "01:33:54.07" "+30:39:00.00"
"N617" "01:33:54.07" "-09:46:59.88"
"NI142" "01:33:54.07" "+30:45:00.00"
"N612" "01:34:00.07" "-36:29:59.64"
"NI143" "01:34:06.07" "+30:46:59.88"
"N607" "01:34:18.07" "-07:24:59.76"
"N610" "01:34:18.07" "-20:09:00.00"
"N611" "01:34:18.07" "-20:07:59.88"
"N613" "01:34:18.07" "-29:24:59.76"
"N603" "01:34:24.07" "+30:10:59.88"
"N604" "01:34:30.07" "+30:48:00.00"
"N619" "01:34:48.07" "-36:27:59.76"
"N606" "01:34:54.07" "+21:25:59.88"
"N623" "01:35:00.07" "-36:28:59.88"
"N605" "01:35:06.07" "+41:15:59.76"
"N615" "01:35:06.07" "-07:19:59.88"
"N625" "01:35:06.07" "-41:25:59.88"
"N643" "01:35:06.05" "-75:32:59.64"
"N626" "01:35:12.07" "-39:07:59.88"
"N608" "01:35:24.07" "+33:40:59.88"
"N630" "01:35:36.07" "-39:20:59.64"
"N624" "01:35:42.07" "-10:00:00.00"
"N614" "01:35:48.07" "+33:42:00.00"
"N616" "01:36:00.07" "+33:45:59.76"
"N622" "01:36:00.07" "+00:40:00.12"
"N618" "01:36:18.07" "+33:24:00.00"
"N633" "01:36:24.07" "-37:17:59.64"
"N621" "01:36:42.07" "+35:31:59.88"
"N628" "01:36:42.07" "+15:46:59.88"
"N631" "01:36:48.07" "+05:51:00.00"
"N620" "01:37:00.07" "+42:19:59.88"
"N627" "01:37:06.07" "+33:34:59.88"
"N609" "01:37:12.07" "+64:32:59.64"
"N632" "01:37:18.07" "+05:52:59.88"
"N646" "01:37:24.07" "-64:54:59.76"
"NI1719" "01:37:36.07" "-33:54:59.76"
"NI144" "01:37:42.07" "-13:18:59.76"
"N634" "01:38:12.07" "+35:22:59.88"
"N635" "01:38:18.07" "-19:55:59.88"
"NI1718" "01:38:24.07" "+33:21:00.00"
"N641" "01:38:42.07" "-42:30:59.76"
"N648" "01:38:42.07" "-17:49:59.88"
"NI145" "01:38:42.07" "+00:43:59.88"
